UNCTAD Investment Dispute Settlement Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2020,Telcell v. Georgia,"Telcell Wireless, LLC and International Telcell Cellular, LLC v. Georgia (ICSID Case No. ARB/20/5)",Georgia - United States of America BIT (1994),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Georgia,United States of America,Tertiary - J - Information and communication,61 - Telecommunications,"Claims arising out of alleged politically-motivated interference by the Government in the management of MagtiCom, including through the arrest of MagtiCom’s founder on the basis of tax evasion charges and a forced restructuring of the company to the alleged benefit of the State.","Equity ownership in MagtiCom Ltd., a local telecommunications company.","Binnie, I. - President; Pryles, M. C. - Claimant; Stern, B. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/5;
https://globalarbitrationreview.com/telecoms-investors-accuse-georgia-of-extortion;
https://www.iareporter.com/articles/us-based-telecoms-firms-initiate-icsid-arbitration-against-georgia/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2020,United Agencies v. Algeria (I),United Agencies Limited SA v. People’s Democratic Republic of Algeria (I) (ICSID Case No. ARB/20/1),Algeria - Switzerland BIT (2004),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of investor,Algeria,Switzerland,Tertiary - K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,,"Hanotiau, B. - President; Patocchi, P. M. - Claimant; Bencheneb, A. - Respondent",Award dated 25 July 2022 ,Dissenting Opinion by Ali Bencheneb (Award dated 25 July 2022),Data not available,36.00 USD,Transfer of funds,Transfer of funds,None,None,None,No follow-up proceedings initiated,None,Not available,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/1;
https://www.iareporter.com/articles/revealed-icsid-tribunal-dismisses-illegality-objection-declines-jurisdiction-over-counterclaim-and-finds-that-algeria-breached-free-transfer-obligation/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2020,Wang and others v. Ukraine,"Wang Jing, Li Fengju, Ren Jinglin and others v. Republic of Ukraine",China - Ukraine BIT (1992),Data not available,Data not available,Pending,Ukraine,China,Secondary - C - Manufacturing,30 - Manufacture of other transport equipment,Claims arising out of the State authorities’ alleged actions to freeze the claimants’ acquisition of shares in aerospace company Motor Sich.,"Shareholding in PJSC Motor Sich, a manufacturer of aircraft engines.",Data not available,None,No decisions recorded,3500.00 USD,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://www.iareporter.com/arbitration-cases/wang-king-et-al-v-ukraine/;
https://globalarbitrationreview.com/ukraine-faces-multibillion-claim-over-blocked-aerospace-deal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2020,Webuild v. Dominican Republic,Webuild S.p.A (Salini Impregilo S.p.A) v. Dominican Republic (PCA Case No. 2020-50),Dominican Republic - Italy BIT (2006),SCC (Stockholm Chamber of Commerce),PCA (Permanent Court of Arbitration),Pending,Dominican Republic,Italy,Tertiary - F - Construction,42 - Civil engineering,,,"Kalicki, J. E. - President; Name not available - Claimant; Name not available - Respondent",Data not available,Data not available,28.80 USD,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://www.iareporter.com/arbitration-cases/webuild-v-dominican-republic/;
https://jusmundi.com/en/document/decision/en-webuild-s-p-a-formerly-salini-impregilo-s-p-a-v-the-dominican-republic-composition-of-the-tribunal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2020,Webuild v. Panama,Webuild S.p.A. (formerly Salini Impregilo S.p.A.) v. Republic of Panama (ICSID Case No. ARB/20/10),Italy - Panama BIT (2009),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Panama,Italy,Tertiary - F - Construction,42 - Civil engineering,"Claims arising out of the Panama Canal Authority’s (ACP) alleged breaches of the contract signed with the GUPC consortium for the construction of the third set of locks of the Panama Canal, including ACP’s alleged failure to co-finance extra costs incurred by the consortium.","Shareholding in Grupo Unidos por el Canal (GUPC), the consortium in charge of the design and construction of the third set of locks within the Panama Canal expansion project.","Reed, L. - President; Alexandrov, S. A. - Claimant; Ruiz Fabri, H. - Respondent",Data not available,Data not available,2200.00 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Full protection and security, or similar;
Arbitrary, unreasonable and/or discriminatory measures;
Umbrella clause;
Indirect expropriation",Pending,None,None,None,No follow-up proceedings initiated,None,https://www.italaw.com/cases/8083,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/10;
https://globalarbitrationreview.com/panama-hit-second-treaty-claim-over-canal-project;
https://www.iareporter.com/articles/panama-round-up-one-new-claim-two-new-tribunals-and-three-arbitrations-about-to-conclude/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2020,Windstream Energy v. Canada (II),Windstream Energy LLC v. The Government of Canada (II) (PCA Case No. 2021-26),"NAFTA (1992);
USMCA (2018)",UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Canada,United States of America,"Tertiary - D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of Ontario Government’s alleged failure to prevent the electricity operator IESO from terminating the feed-in-tariff contract with the claimant’s subsidiary WWIS in 2020, following Ontario Government’s prior moratorium on offshore wind farms that was the subject of the Windstream I arbitration.","Ownership of local subsidiary Windstream Wolfe Island Shoals Inc. (WWIS), which had entered a power purchase agreement under the Ontario Power Authority’s feed-in-tariff programme to develop an offshore wind generation facility in Ontario.","Miles, W. J. - President; Gotanda, J. Y. - Claimant; McLachlin, B. - Respondent",Data not available,Data not available,333.00 USD,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Indirect expropriation",Pending,None,None,None,No follow-up proceedings initiated,None,https://www.italaw.com/cases/9748,https://pca-cpa.org/en/cases/280/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2020,Winshear v. Tanzania,Winshear Gold Corp. v. United Republic of Tanzania (ICSID Case No. ARB/20/25),Canada - United Republic of Tanzania BIT (2013),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Settled,"Tanzania, United Republic of",Canada,Primary - B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government’s cancellation of retention licences for mineral rights issued prior to the 2018 mining regulations, following amendments to the Mining Act in 2017, and the transfer of related mining rights to the government, including those held by the claimant’s local subsidiary for the SMP gold project.",Four retention licences held by a local subsidiary for the exploration of mineral resources at the SMP gold project in southwest Tanzania.,"Kaufmann-Kohler, G. - President; Johnson, O. T. - Claimant; Fashole-Luke II, E. W. - Respondent",Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) dated 1 November 2023 https://www.italaw.com/sites/default/files/case-documents/180459.pdf,None,116.10 CAD (83.80 USD),30.00 USD,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Direct expropriation",Not applicable - settled or discontinued before decision on liability,None,None,None,No follow-up proceedings initiated,None,https://www.italaw.com/cases/10158,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/25;
https://globalarbitrationreview.com/article/1228939/tanzania-hit-with-mining-claim;
https://web.archive.org/web/20201104103654/https://winshear.ca/news/winshear-commences-international-arbitration-proceedings-against-the-government-of-tanzania/;
https://web.archive.org/web/20201104103801/https://winshear.ca/news/winshear-delivers-notice-of-intent-to-submit-a-claim-to-arbitration-under-canada-tanzania-agreement-for-the-promotion-and/;
https://www.iareporter.com/articles/canadian-miner-discloses-completion-of-30-million-usd-settlement-with-tanzania-in-relation-to-icsid-dispute/;
https://globalarbitrationreview.com/article/canadian-gold-mining-company-settles-tanzania;
https://winshear.com/news/winshear-and-united-republic-of-tanzania-successfully-conclude-settlement-agreement/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2020,Worth Capital v. Peru,Worth Capital Holdings 27 LLC v. Republic of Peru (ICSID Case No. ARB/20/51),Peru - United States FTA (2006),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Discontinued for unknown reasons,Peru,United States of America,Secondary - C - Manufacturing,19 - Manufacture of coke and refined petroleum products,"Claims arising out of state entities’ alleged obstruction of the claimant’s business activities at the Pucallpa refinery operated by its local company, leading to the refinery’s closure.","Shareholding in Petróleos de la Selva (formerly Maple Gas Corporation), a company operating the Pucallpa oil and gas refinery in the Ucayali region.","Blanch, J. - President; Grigera Naón, H. A. - Claimant; Knieper, R. - Respondent",Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 dated 8 December 2023 ,None,136.30 USD ( USD),Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
Indirect expropriation",Not applicable - settled or discontinued before decision on liability,None,None,None,No follow-up proceedings initiated,None,https://www.italaw.com/cases/9786,"https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/51;
https://www.iareporter.com/articles/us-investor-in-peruvian-refinery-launches-icsid-arbitration/;
https://globalarbitrationreview.com/us-gas-investor-brings-claim-against-peru;
https://globalarbitrationreview.com/peru-faces-highway-and-energy-claims;
https://gestion.pe/economia/empresas/maple-gas-mef-90-dias-resolver-impasse-acudir-ciadi-234253-noticia/?ref=gesr;
https://elcomercio.pe/economia/peru/maple-niega-haber-incumplido-pago-regalias-noticia-521833-noticia/?ref=ecr ;
https://www.iareporter.com/articles/icsid-arbitration-over-peruvian-refinery-is-discontinued-following-withdrawal-of-claimants-counsel-peru-is-awarded-costs-but-tribunal-finds-it-lacks-power-to-discontinue-case-with-prejudice/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2020,Zurich v. Bolivia,Zurich Insurance Company Ltd & Zurich South America Invest AB v. Plurinational State of Bolivia (PCA Case No. 2021-05),"Bolivia, Plurinational State of - Switzerland BIT (1987)",UNCITRAL,PCA (Permanent Court of Arbitration),Pending,"Bolivia, Plurinational State of",Switzerland,Tertiary - K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security","Claims arising out of the planned transfer of pension fund administration from Futuro de Bolivia to a public entity, following the 2010 enactment of a law that nationalized the country’s pension fund sector.","Majority shareholding in Futuro de Bolivia S.A., a pension fund administrator.","Perezcano Diaz, H. - President; Cairns, D. J. A. - Claimant; Sornarajah, M. - Respondent",Data not available,Data not available,129.10 USD,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://pca-cpa.org/en/cases/263/;
https://www.iareporter.com/arbitration-cases/zurich-insurance-v-bolivia/;
https://globalarbitrationreview.com/insurer-pursues-treaty-claim-against-bolivia-over-pension-reforms;
https://ciarglobal.com/el-arbitraje-zurich-vs-bolivia-en-la-cpa-y-bajo-reglas-uncitral/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2019,Aecon v. Ecuador,Aecon Construction Group Inc. v. The Republic of Ecuador (PCA Case No. 2020-19),Canada - Ecuador BIT (1996),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Ecuador,Canada,Tertiary - F - Construction,41 - Construction of buildings,Claims arising out of the tax authority’s alleged denial of certain tax exemptions to the claimant related to an airport construction project undertaken by the Quiport consortium in which the claimant had participated.,"Shareholding of 45.5% in Corporación Quiport S.A. (Quiport), an international consortium holding a concession for the construction of the new international airport in Quito.","Malinvaud, C. - President; Tawil, G. S. - Claimant; Dupuy, P.-M. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://pca-cpa.org/en/cases/254/;
https://www.iareporter.com/arbitration-cases/aecon-v-ecuador/;
 https://www.iareporter.com/articles/ecuador-faces-treaty-based-claims-over-tax-assessment-tribunal-already-in-place/;
https://globalarbitrationreview.com/airport-investor-brings-tax-claim-against-ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2019,Akgun Insaat v. Ethiopia,Akgun Insaat Makina Sanayii ve Dis Ticaret Ltd. Sti. v. Federal Democratic Republic of Ethiopia (PCA Case No. 2020-08),Ethiopia - Turkey BIT (2000),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Ethiopia,Türkiye,Tertiary - F - Construction,41 - Construction of buildings,,,"Hwang, M. - President; Williams, D. A. R. - Claimant; McConnaughay, P. - Respondent",Data not available,Data not available,Data not available,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://pca-cpa.org/en/cases/277/;
https://www.iareporter.com/articles/ethiopia-is-facing-previously-undisclosed-treaty-arbitration-with-a-tribunal-already-in-place/;
https://globalarbitrationreview.com/article/turkish-construction-company-pursues-claim-against-ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2019,Alcosa and Lucidos de Yeso v. Kuwait,Alcosa Shareholding SL and Lucidos De Yeso Proyectado v. The State of Kuwait,Kuwait - Spain BIT (2005),UNCITRAL,PCA (Permanent Court of Arbitration),Discontinued for unknown reasons,Kuwait,Spain,Tertiary - K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,Claims arising out of the Government’s termination of certain health services contracts between the Ministry of Health and local entity PSC in which the claimants allegedly invested following the entity’s privatization in 2017.,"Investments in Public Services Company (PSC), a local entity providing health insurance services.",Tribunal not constituted,None,No decisions recorded,800.00 USD,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,None,None,None,No follow-up proceedings initiated,None,Not available,"https://www.iareporter.com/articles/kuwait-investment-arbitration-round-up-new-claims-new-appointments-and-updates-on-procedural-status-of-older-cases/;
https://globalarbitrationreview.com/article/1190588/kuwait-faces-second-treaty-claim-over-health-services;
https://www.iareporter.com/articles/a-second-group-of-investors-in-health-screening-services-withdraws-its-arbitration-claims-against-kuwait/;
https://globalarbitrationreview.com/kuwait-sees-claims-over-health-screening-services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2019,Aljarallah v. Turkey,Waleed Aljarallah v. Republic of Turkey and TMSF (PCA Case No. 2020-04),Kuwait - Turkey BIT (2010),UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Türkiye,Kuwait,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles","Claims arising out of the alleged non-payment of profit shares to the claimant and his removal from the Board of Directors of Aydinli Hazir Giyim, following the company’s placing under the trusteeship of the Savings Deposit Insurance Fund (SDIF) of Turkey.","Shareholding of 4% in Aydinli Hazir Giyim Sanayi ve Ticaret A.Ş., a clothing company.",Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Pending,None,None,None,No follow-up proceedings initiated,None,Not available,"https://www.iareporter.com/arbitration-cases/waleed-aljarallah-v-turkey/;
https://www.iareporter.com/articles/turkey-round-up-istanbul-canal-project-prompts-political-debate-focusing-on-potential-arbitration-claims-an-arbitration-nearing-an-end-and-an-update-on-various-other-arbitration-related-development/;
https://www.iareporter.com/articles/turkey-is-facing-under-the-radar-uncitral-arbitration/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2019,Amec Foster Wheeler and others v. Colombia,"Amec Foster Wheeler USA Corporation, Joint Venture Foster Wheeler USA Corporation and Process Consultants, Inc., and Process Consultants, Inc. v. Republic of Colombia (ICSID Case No. ARB/19/34)",Colombia - United States TPA (2006),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Colombia,United States of America,"Tertiary - M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Claims arising out of $2.4 billion liability imposed by the national comptroller general on the claimants’ joint venture for alleged acts of gross negligence or wilful misconduct in the expenditure of state funds related to the Cartagena Refinery modernization project. According to the claimants, the joint venture provided certain limited management consultancy services under a contract with state-owned Reficar, the party allegedly responsible for the misconduct.","Project management consultant contract with state-owned entity Refinería de Cartagena, S.A. (Reficar) related to the refurbishment of a local oil refinery (Cartagena Refinery).","Nunes Pinto, J. E. - President; Beechey, J. - Claimant; Kohen, M. G. - Respondent",Data not available,Data not available,Data not available,Data not available,"Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims;
National treatment;
Indirect expropriation;
Umbrella clause",Pending,None,None,None,No follow-up proceedings initiated,None,https://www.italaw.com/cases/8638,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/19/34;
https://www.iareporter.com/articles/duo-of-us-based-oil-services-companies-makes-good-on-earlier-threat-to-initiate-treaty-based-arbitration-against-colombia/;
https://globalarbitrationreview.com/article/1212424/new-icsid-claims-against-colombia-and-croatia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2019,Axiata and Ncell v. Nepal,Axiata Investments (UK) Limited and Ncell Private Limited v. Federal Democratic Republic of Nepal (ICSID Case No. ARB/19/15),Nepal - United Kingdom BIT (1993),ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Nepal,United Kingdom,Tertiary - J - Information and communication,61 - Telecommunications,"Claims arising out of the Government’s imposition of a capital gains tax on Axiata’s acquisition of Reynolds Holding Limited from TeliaSonera in 2016, levied on Axiata’s subsidiary Ncell.","Shareholding of 100% in Reynolds Holding Limited which has an 80% stake in Ncell Private Limited, a mobile network operator in Nepal.","Kim, J. - President; van den Berg, A. J. - Claimant; Friedland, P. - Respondent",Award dated 9 June 2023 ,None,348.00 USD,Data not available,Data not available,None - all claims dismissed at the merits stage,None,None,None,No follow-up proceedings initiated,None,Not available,"https://icsid.worldbank.org/en/Pages/cases/casedetail.aspx?CaseNo=ARB/19/15;
https://www.iareporter.com/articles/telecoms-investor-announces-arbitration-against-nepal-over-tax-dispute/;
https://globalarbitrationreview.com/article/1190715/new-claims-against-uae-and-nepal;
https://globalarbitrationreview.com/article/nepal-wins-first-icsid-case;
https://www.iareporter.com/articles/telecom-investor-reports-loss-in-icsid-case-against-nepal/;
https://www.foleyhoag.com/news-and-insights/news/2023/june/foley-hoag-helps-secure-nepals-victory-in-its-first-investment-arbitration-case/;
https://www.axiata.com/media/news/axiata-ncell-confirms-receipt-icsids-arbitration-award",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
