respondent_state,investor_home_state,economic_sector,economic_subsector,summary_of_dispute,amount_claimed_raw,year,amount_claimed_musd,respondent_state_iso3,investor_home_state_iso3,sector_A,sector_B,sector_C,sector_D,sector_E,sector_F,sector_G,sector_H,sector_I,sector_J,sector_K,sector_L,sector_M,sector_N,sector_O
Argentina,Luxembourg,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the suspension of the licensee companies' tariff increases based on the US producer price index and the subsequent pesification of these tariffs pursuant to measures taken by the Government to stem the Argentinean economic crisis in 2001-2002.,215.00 USD,2003,215.0,ARG,LUX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,Chile,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of Argentina's enactment of an Emergency Law and other measures undertaken by the Government to stem the country's economic crisis of 2001-2002 which allegedly affected the claimants' investments.,1307.00 USD,2003,1307.0,ARG,CHL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,United States of America,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security","Claims arising out of a series of decrees and resolutions taken by Argentina in the course of an economic crisis (including restrictions on transfers, rescheduling of cash deposits and pesification of US dollar deposits) that allegedly affected the claimant's investment and frustrated the investor's ability to hedge against the risk of the devaluation of the pesos.",114.00 USD,2003,114.0,ARG,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Saudi Arabia,Germany,F - Construction,41 - Construction of buildings,Claims arising out of the investor's construction of university facilities in Saudi Arabia.,Data not available,2003,,SAU,DEU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Argentina,France,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of alleged acts and omissions by Argentina, including pre-emergency measures, emergency tariff measures, and certain renegotiation process that negatively affected the claimants' investment.",270.00 USD,2003,270.0,ARG,FRA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,United States of America,"B - Mining and quarrying;
Tertiary - D - Electricity, gas, steam and air conditioning supply","6 - Extraction of crude petroleum and natural gas;
35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of decrees and resolutions taken by Argentina in the course of an economic crisis (including restrictions on transfers, rescheduling of cash deposits and pesification of US dollar deposits) that allegedly affected the claimant's investment and frustrated the investor's ability to hedge against the risk of the devaluation of the pesos.",228.20 USD,2003,228.2,ARG,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,France,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of claimants' investment in an electricity distribution enterprise.,1200.00 USD,2003,1200.0,ARG,FRA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecuador,Canada,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,Claims arising out of VAT refunds to which the claimant's subsidiaries were allegedly entitled under Ecuadorian laws and regulations.,80.00 USD,2003,80.0,ECU,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Netherlands,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security",Claims arising out of the privatisation of a Polish insurance company and subsequent alleged actions by the Minister of the State Treasury of Poland which negatively affected the corporate governance of the company in which the claimants had invested.,10000.00 USD,2003,10000.0,POL,NLD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Philippines,Germany,H - Transportation and storage,51 - Air transport,Claims arising out of the annulment of a concession contract concluded between the Philippine Department of Transportation and Communication and claimant's company for the construction and operation of an international passenger terminal at Ninoy Aquino International Airport in Manila.,425.00 USD,2003,425.0,PHL,DEU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Argentina,Spain,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of Argentina's enactment of an Emergency Law and other measures undertaken by the respondent to stem the country's economic crisis of 2001-2002 which allegedly affected the claimant's investments.,136.00 USD,2003,136.0,ARG,ESP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United States of America,Canada,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of certain federal government actions and California state measures regarding open-pit mining operations, allegedly resulting in injuries to a proposed gold mine in Imperial County, California.",50.00 USD,2003,50.0,USA,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Italy,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Pakistan Water and Power Development Authority's (WAPDA) failure to turn over the land necessary to implement certain construction contract, among other acts and omissions of WAPDA that allegedly impeded the investor's ability to proceed according to schedule.",450.00 USD,2003,450.0,PAK,ITA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Spain,"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Claims arising out of the decision of El Salvador's Ministry of the Environment and Natural Resources not to proceed with a concession contract for the operation of vehicle inspection services, despite previously awarding the concession to the investor.",122.00 USD,2003,122.0,SLV,ESP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peru,Chile,C - Manufacturing,10 - Manufacture of food products,Claims arising out of the revocation by the Municipality of Lima of construction permits previously granted to the investor and of local decrees purporting to expropriate the investor's land for environmental reasons.,Data not available,2003,,PER,CHL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,United Kingdom,B - Mining and quarrying,8 - Other mining and quarrying,"Claims arising out of the investor's supply of two sets of phosphate mining equipment to an Egyptian State enterprise, IMC, for a project in Egypt under a contract requiring the claimant to put in place letters of guarantee, including allegations that the equipment was paid but the relevant guarantees were never released.",2.50 GBP (4.50 USD),2003,4.5,EGY,GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,Italy,F - Construction,42 - Civil engineering,"Claims arising out of the termination of a contract entered into between the claimants and the Agence Nationale des Barrages (ANB), a State entity, for the construction of a dam in the region of Wilaya of Bouira, Algeria.",115.00 EUR (124.00 USD),2003,124.0,DZA,ITA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ecuador,United States of America,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of differences between the investor and Ecuador’s Electricity Institute regarding the execution of a contract concerning an electric power generation project, including the suspension of operations alleging the non-payment of invoices, and the subsequent termination of the contract.",Data not available,2003,,ECU,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,Chile,C - Manufacturing,"29 - Manufacture of motor vehicles, trailers and semi-trailers",Claims arising out of alleged adverse effects that a series of economic measures adopted by Argentine authorities in late 2001 and early 2002 had on the investments made by the claimants in a company manufacturing bus‑bodies for public transportation vehicles in Argentina.,18.00 USD,2003,18.0,ARG,CHL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",United States of America,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the seizure of MIMINCO's diamond mine located in Diboko, confiscating all diamonds, communications equipment and administrative documents at the mine, followed by the seizure of its headquarters by the DRC Office of Illegally Acquired Properties.",Data not available,2003,,COD,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,United Kingdom,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the privatization program carried out by the Government of Argentina in the early 1990s, the guarantees offered to investors who brought assets in the electricity sector, and the measures taken by the Respondent to stem the Argentina economic crisis in 2001-2002.",59.00 USD,2003,59.0,ARG,GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,United States of America,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of a series of measures taken in the hydrocarbons and electricity sector by the Government to stem the country's economic crisis of 2001-2002 which allegedly affected the claimants' investments, including the exemption of hydrocarbon exports from export dues, the limitation of royalty rates and the right to freely export hydrocarbons and to transfer funds abroad.",Data not available,2003,,ARG,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,France,F - Construction,42 - Civil engineering,"Claims arising out of the Transit and Land Transport Authority’s decision not to award the company in which the claimant held shares a concession contract for the construction and operation of a land transportation terminal for the Province of Colón, despite a provisional concession for the project allegedly held by that company. According to the claimant, the concession was ultimately given to another company.",58.60 PAB (58.60 USD),2003,58.6,PAN,FRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kyrgyzstan,United Kingdom,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the non-payment of certain deliveries under the contract, followed by the stay of execution of a debt judgment in favour of the claimant, and a presidential decree pursuant to which the investor's contractual counterparty was restructured and subsequently declared bankrupt, precluding Petrobart to satisfy its debt judgment or obtain any proceeds from the sale of assets.",4.10 USD,2003,4.1,KGZ,GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,United States of America,"B - Mining and quarrying;
Tertiary - D - Electricity, gas, steam and air conditioning supply","6 - Extraction of crude petroleum and natural gas;
35 - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of decrees and resolutions taken by Argentina in the course of an economic crisis (including restrictions on transfers, rescheduling of cash deposits and pesification of US dollar deposits) that allegedly affected the claimant's investment and frustrated the investor's ability to hedge against the risk of the devaluation of the pesos.",650.00 USD,2003,650.0,ARG,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Cyprus,C - Manufacturing,19 - Manufacture of coke and refined petroleum products,"Claims arising out of the Bulgarian government, national legislative, judicial authorities, and other public authorities and agencies' alleged damage to the operation of the investor's refinery, as well as their refusal or unreasonable delay in adopting adequate corrective measures.",146.00 USD,2003,146.0,BGR,CYP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,France,"E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply","Claims arising out of a series of alleged acts and omissions by Argentina, including its alleged failure or refusal to apply previously agreed adjustments to the tariff calculation and adjustment mechanisms affecting claimants' investment.",257.70 USD,2003,257.7,ARG,FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Argentina,"France;
Spain","E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply","Claims arising out of a series of alleged acts and omissions by Argentina, including its alleged failure or refusal to apply previously agreed adjustments to the tariff calculation and adjustment mechanisms affecting claimants' investment.",834.10 USD,2003,834.1,ARG,ESP; FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tunisia,Saudi Arabia,"M - Professional, scientific and technical activities",73 - Advertising and market research,Claims arising out of the government’s alleged breaches of a marketing contract signed with the claimant related to the 2001 Mediterranean Games in Tunisia.,67.80 USD,2003,67.8,TUN,SAU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Argentina,Spain,J - Information and communication,61 - Telecommunications,"Claims arising out of the modification of the investor's licensee tariff regime, as a result of the enactment of Argentina's Emergency Law, whereby the free conversion of the Argentine currency into U.S. dollars was eliminated and previous dollar adjustment clauses and indexation clauses based on foreign price indexes became invalid.",2800.00 USD,2003,2800.0,ARG,ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghana,Malaysia,J - Information and communication,61 - Telecommunications,Claims arising out of the Government's decision not to renew a telecommunications management contract to the investor and instead putting the management of the company out to tender.,Data not available,2003,,GHA,MYS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Argentina,United States of America,"M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Claims arising out of alleged breaches of a contract for an information‑storage and management project entered into between claimant's local subsidiary and the Argentinean Consejo de la Magistratura, an administrative body that at the time of the measures was in charge of the administration of the Argentine judiciary's assets and contracts.",Data not available,2003,,ARG,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Argentina,United States of America,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of Argentina's alleged refusal to apply previously agreed tariff calculation and adjustment mechanisms with regard to claimant's investments.,,2002,,ARG,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",Netherlands,"E - Water supply; sewerage, waste management and remediation activities;
Tertiary - E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply;
37 - Sewerage",Claims arising out of alleged actions and omissions of the government leading up to the rescission of a concession agreement entered into with the claimant.,50.00 USD,2002,50.0,BOL,NLD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Egypt,United States of America,C - Manufacturing,13 - Manufacture of textiles,"Claims arising out of the modification by a bank allegedly controlled by Egypt of its credit policy towards the claimants, certain customs duties and taxes assessed against the claimants, and four separate criminal proceedings initiated against them.",100.00 USD,2002,100.0,EGY,USA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,Canada,"A - Agriculture, forestry and fishing",2 - Forestry and logging,"Claims arising out of a number of countervailing duties and antidumping measures adopted by the United States relating to Canadian softwood lumber products, as a result of which the claimant was required to pay duties on these products imported to the United States.",250.00 USD,2002,250.0,USA,CAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,United States of America,"A - Agriculture, forestry and fishing","1 - Crop and animal production, hunting and related service activities",Claims arising out of the enactment of Egyptian laws in the mid-1990s privatizing and liberalizing cotton trade.,365.00 USD,2002,365.0,EGY,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,United States of America,C - Manufacturing,20 - Manufacture of chemicals and chemical products,Claims arising out of Canada’s Pest Management Regulatory Agency (PMRA) banning of the agro-chemical lindane on the basis of the chemical’s health and environmental effects.,100.00 USD,2002,100.0,CAN,USA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,United States of America,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the alleged government's facilitation of purchase of debentures denominated in Mexican pesos and owned by Mexican investors, but not facilitating the purchase of debentures denominated in U.S. dollars and owned by Fireman's Fund.",50.00 USD,2002,50.0,MEX,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
